character,record_type,record_subtype,name,activation_requirement,stack_limit,cp_cost,die_face,rules_text,character_form,potion_slot_limit,summon_cost,companion_limit,unearth_corpse_value,companion_activation_limit,ace_charge_slot_limit
Pyromancer,Unique Card,Hero Upgrade,Molten Armor III,Defense Roll 5 [dice],,3,,"Gain 1 × [fiery soul] plus 1 × [meteor] Fire Mastery. On [flame] plus [blaze], inflict Burn. Deal 1 × [flame] plus 1 × [meteor] dmg.",All Forms,,,,,,
Pyromancer,Unique Card,Hero Upgrade,Burning Soul II,[fiery soul] ×2,,1,,"On [fiery soul] ×3, inflict Burn. On [fiery soul] ×4, increase Fire Mastery stack limit by 1. Gain 2 × [fiery soul] Fire Mastery. Deal 1 × [fiery soul] collateral dmg to all opponents.",All Forms,,,,,,
Pyromancer,Unique Card,Main Phase Action,Warm Up!,,,0,,Gain 1 Fire Mastery. Then spend CP as desired and gain 1 additional Fire Mastery for each CP spent.,All Forms,,,,,,
Pyromancer,Unique Card,Main Phase Action,Infernal Infusion!,,,0,,"PROMO CARD — Roll 1 [die]: On [meteor], gain max Fire Mastery. On any other outcome, draw 1.",All Forms,,,,,,
Pyromancer,Unique Card,Hero Upgrade,Ignite II / Blazing Soul,Ignite II: Large Straight; Blazing Soul: [blaze] ×2 + [fiery soul] ×2,,2,,IGNITE II — Gain 2 Fire Mastery. Inflict Burn. Then deal 5 dmg plus 2 dmg per Fire Mastery. BLAZING SOUL — Increase Fire Mastery stack limit by 1. Then gain 5 Fire Mastery. Inflict Knockdown.,All Forms,,,,,,
Pyromancer,Unique Card,Roll Phase Action (Attack Modifier),Red Hot!,,,1,,Add 1 dmg per Fire Mastery.,All Forms,,,,,,
Pyromancer,Unique Card,Hero Upgrade,Pyroblast III,[flame] ×3 + [meteor] ×1,,3,,"Deal 6 dmg and roll 2 [dice]. If desired, you may re-roll 1 [die]: Add 3 × [flame] dmg. On [blaze], inflict Burn. Gain 2 × [fiery soul] Fire Mastery. On [meteor], inflict Knockdown.",All Forms,,,,,,
Pyromancer,Unique Card,Main Phase Action,Fire Up!,,,3,,Increase Fire Mastery stack limit by 1. Then gain 2 Fire Mastery.,All Forms,,,,,,
Pyromancer,Unique Card,Hero Upgrade,Hot Streak II / Scorch,Hot Streak II: Small Straight; Scorch: [flame] ×2 + [blaze] ×2,,2,,HOT STREAK II — Gain 2 Fire Mastery. Then deal 6 dmg plus 1 dmg per Fire Mastery. SCORCH — Gain 2 Fire Mastery. Inflict Burn. Deal 6 dmg.,All Forms,,,,,,
Pyromancer,Unique Card,Hero Upgrade,Combustion II,[flame] ×1 + [blaze] ×1 + [fiery soul] ×1 + [meteor] ×1,,2,,Gain 1 Fire Mastery. Then remove up to 4 Fire Mastery tokens and deal 4 undefendable dmg per token removed.,All Forms,,,,,,
Pyromancer,Unique Card,Roll Phase Action (Attack Modifier),Huzzah!,,,1,,"Roll 1 [die]: On [flame], add 3 dmg. On [blaze], inflict Burn. On [fiery soul], gain 2 Fire Mastery. On [meteor], inflict Knockdown.",All Forms,,,,,,
Shadow Thief,Status Effect,Positive Status Effect,Shadows,,1,,,"A player with this token avoids damage: When a player with this token is damaged as a result of an opponent’s Offensive Roll Phase, no damage is received and no defense is made (although the attack still “succeeds” and other effects may apply). Discard this token after the affected player starts and concludes a single turn while under its effects.",All Forms,,,,,,
Shadow Thief,Status Effect,Positive Status Effect,Sneak Attack,,1,,,"Spend to add 1 [die] to your Attack dmg: After Attacking, a player with this token may spend it and roll 1 [die] to add the value of the die to their damage total. Attack Modifier.",All Forms,,,,,,
Shadow Thief,Status Effect,Negative Status Effect,Poison,,3,,,Receive 1 dmg in Upkeep Phase: A player afflicted with this token is dealt 1 dmg per Poison token during the Upkeep Phase of their turn. Persistent.,All Forms,,,,,,
Shadow Thief,Hero Board Ability,Offensive Ability,Dagger Strike,[dagger] ×3 / [dagger] ×4 / [dagger] ×5,,,,"[dagger] ×3: Deal 4 dmg. [dagger] ×4: Deal 6 dmg. [dagger] ×5: Deal 8 dmg. If [bag] was rolled, gain 1 CP. If [shadow] was rolled, inflict Poison.",All Forms,,,,,,
Shadow Thief,Hero Board Ability,Offensive Ability,Shifty Strike,Small Straight,,,,Gain 3 CP. Then deal half your CP as dmg (rounded up).,All Forms,,,,,,
Shadow Thief,Hero Board Ability,Offensive Ability,Pickpocket,[bag] ×2 / [bag] ×3 / [bag] ×4,,,,"[bag] ×2: Gain 2 CP. [bag] ×3: Gain 3 CP. [bag] ×4: Gain 4 CP. If [shadow] was rolled, up to 1 CP may instead be stolen from your opponent.",All Forms,,,,,,
Shadow Thief,Hero Board Ability,Offensive Ability,Insidious Strike,Large Straight,,,,Gain 3 CP. Then deal your CP as dmg.,All Forms,,,,,,
Shadow Thief,Hero Board Ability,Offensive Ability,Shadow Dance,[shadow] ×3,,,,Roll 1 [die]. Deal half the value as pure dmg. Then gain Shadows and Sneak Attack.,All Forms,,,,,,
Shadow Thief,Hero Board Ability,Defensive Ability,Shadow Defense,Defense Roll 4 [dice],,,,"On [dagger] plus [dagger], inflict Poison. On [shadow], gain Sneak Attack. On [shadow] plus [shadow], gain Sneak Attack and Shadows immediately (ignoring incoming dmg).",All Forms,,,,,,
Shadow Thief,Hero Board Ability,Offensive Ability,Carducopia,[card] ×2,,,,Draw 1 × [card].,All Forms,,,,,,
Shadow Thief,Hero Board Ability,Defensive Ability,Counter Strike,Defense Roll 5 [dice],,,,"Deal 1 × [dagger] dmg. On [dagger] plus [shadow], inflict Poison.",All Forms,,,,,,
Shadow Thief,Hero Board Ability,Ultimate Ability,Shadows Shank!,[shadow] ×5,,,,"Gain 3 CP and gain Shadows. Then deal your CP as dmg plus 5. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Shadow Thief,Character Die,Die Symbol,Dagger,,,,1; 2,Dagger.,All Forms,,,,,,
Shadow Thief,Character Die,Die Symbol,Bag,,,,3; 4,Bag.,All Forms,,,,,,
Shadow Thief,Character Die,Die Symbol,Card,,,,5,Card.,All Forms,,,,,,
Shadow Thief,Character Die,Die Symbol,Shadow,,,,6,Shadow.,All Forms,,,,,,
Shadow Thief,Unique Card,Roll Phase Action,Wild Shadow!,,,4,,"Change the value of any one die. If in Shadows, change the values of any two dice instead.",All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Pickpocket II,[bag] ×2 / [bag] ×3 / [bag] ×4 / [bag] ×5,,1,,"[bag] ×2: Gain 3 CP. [bag] ×3: Gain 4 CP. [bag] ×4: Gain 5 CP. [bag] ×5: Gain 6 CP. If [shadow] was rolled, up to 2 CP may instead be stolen from your opponent.",All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Carducopia II,[card] ×2,,2,,"Draw 1 × [card]. If [shadow] was rolled, your opponent discards 1 randomly. If [bag] was rolled, gain 1 CP.",All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Counter Strike II,Defense Roll 5 [dice],,4,,"Deal 2 × [dagger] dmg. On [dagger] plus [shadow], inflict Poison.",All Forms,,,,,,
Shadow Thief,Unique Card,Instant Action,Poison Wound!,,,2,,Inflict Poison on a chosen opponent.,All Forms,,,,,,
Shadow Thief,Unique Card,Main Phase Action,Shadow Meld!,,,0,,"PROMO CARD — Roll 1 [die]: On [shadow], gain Sneak Attack and 2 CP. On any other outcome, draw 1.",All Forms,,,,,,
Shadow Thief,Unique Card,Main Phase Action,Sneaky!,,,1,,Gain Sneak Attack.,All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Dagger Strike II,[dagger] ×3 / [dagger] ×4 / [dagger] ×5,,0,,"[dagger] ×3: Deal 4 dmg. [dagger] ×4: Deal 6 dmg. [dagger] ×5: Deal 8 dmg. Gain 1 CP. If [shadow] was rolled, inflict Poison. If [card] was rolled, draw 1.",All Forms,,,,,,
Shadow Thief,Unique Card,Instant Action,Enter the Shadows!,,,4,,Gain Shadows.,All Forms,,,,,,
Shadow Thief,Unique Card,Main Phase Action,Card Trick!,,,2,,"A chosen opponent discards 1 randomly. Additionally, draw 1. If in Shadows, draw 2 instead.",All Forms,,,,,,
Shadow Thief,Unique Card,Instant Action,Shadow Coin!,,,0,,"Gain 2 CP. If in Shadows, gain 3 CP instead.",All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Shadow Defense II,Defense Roll 5 [dice],,3,,"On [dagger] plus [dagger], inflict Poison. On [shadow], gain Sneak Attack. On [shadow] plus [shadow], gain Sneak Attack and Shadows immediately (ignoring incoming dmg).",All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Shadow Dance II,[shadow] ×3,,1,,Roll 1 [die]. Deal half the value as pure dmg. Then gain Shadows and Sneak Attack. Draw 1.,All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Insidious Strike II / Shank Attack,Insidious Strike II: Large Straight; Shank Attack: [dagger] ×1 + [bag] ×1 + [card] ×1 + [shadow] ×1,,2,,INSIDIOUS STRIKE II — Gain 4 CP. Then deal your CP as dmg. SHANK ATTACK — Gain 1 CP. Gain Sneak Attack. Draw 1. Inflict Poison.,All Forms,,,,,,
Shadow Thief,Unique Card,Hero Upgrade,Shifty Strike II / Shadow Strike,Shifty Strike II: Small Straight; Shadow Strike: [dagger] ×2 + [shadow] ×2,,2,,SHIFTY STRIKE II — Gain 4 CP. Then deal half your CP as dmg (rounded up). SHADOW STRIKE — Deal half your CP as dmg (rounded up). Inflict Poison.,All Forms,,,,,,
Captain Marvel,Status Effect,Unique Status Effect,Cosmic Ray,,2,,,"Roll 2 [dice] and pick one for dmg bonus: After Attacking, a player with this token may spend it and roll 2 [dice]. Then choose one of the 2 dice and add the value of the die to the damage total. Attack Modifier. Can only spend one per turn. Cannot be spent the turn it’s gained. Cannot be removed or transferred by any means.",All Forms,,,,,,
Captain Marvel,Status Effect,Positive Status Effect,Cosmic Flare,,3,,,"Deal 1 dmg per token to all opponents: During their Upkeep Phase, a player with this token deals 1 dmg per Cosmic Flare to all opponents. Then remove 1 of these tokens.",All Forms,,,,,,
Captain Marvel,Status Effect,Positive Status Effect,Radiance,,2,,,Change a die to a 6 during defense: A player with this token may spend it to change the value of any die rolled as a part of the Roll Attempt during their Defensive Roll Phase to a 6.,All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Photon Punch,[photon] ×3 / [photon] ×4 / [photon] ×5,,,,"[photon] ×3: Deal 5 dmg. [photon] ×4: Deal 6 dmg. [photon] ×5: Deal 7 dmg. On 4-of-a-kind, gain Cosmic Flare.",All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Inner Light,[photon] ×2 + [hala star] ×2,,,,Gain Radiance. Deal 4 pure dmg.,All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Barrel Roll,[photon] ×1 + [ascend] ×3,,,,"Deal 6 dmg and roll 2 [dice]: On [photon], add 2 dmg. Gain 1 × [ascend] Cosmic Flare. On [hala star], gain Cosmic Ray.",All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Aurora Wave,[photon] ×2 + [ascend] ×1 + [hala star] ×2,,,,Gain Cosmic Ray. Roll 2 [dice]. Then deal dmg equal to the total roll value.,All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Photonic,Small Straight,,,,Gain Radiance. Deal 7 dmg.,All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Supernova,[hala star] ×4,,,,"Gain Cosmic Ray, Radiance, and 2 Cosmic Flare. Deal 5 undefendable dmg.",All Forms,,,,,,
Captain Marvel,Hero Board Ability,Offensive Ability,Light Torpedo,Large Straight,,,,Gain Cosmic Ray. Deal 7 undefendable dmg.,All Forms,,,,,,
Captain Marvel,Hero Board Ability,Defensive Ability,Energy Refraction,Defense Roll 4 [dice],,,,"Deal 1 × [hala star] dmg. Prevent 1 × [hala star] dmg. For every [ascend] ×2 rolled, gain Cosmic Flare.",All Forms,,,,,,
Captain Marvel,Hero Board Ability,Ultimate Ability,Binary Blast!,[hala star] ×5,,,,"Gain Cosmic Ray, Radiance, and 2 Cosmic Flare. Deal 12 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Captain Marvel,Character Die,Die Symbol,Photon,,,,1; 2; 3,Photon.,All Forms,,,,,,
Captain Marvel,Character Die,Die Symbol,Ascend,,,,4; 5,Ascend.,All Forms,,,,,,
Captain Marvel,Character Die,Die Symbol,Hala Star,,,,6,Hala Star.,All Forms,,,,,,
Captain Marvel,Unique Card,Instant Action,Flickering!,,,0,,Gain Radiance.,All Forms,,,,,,
Captain Marvel,Unique Card,Roll Phase Action (Attack Modifier),Supersonic!,,,1,,You may spend a Cosmic Ray you gained this turn.,All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Photonic II,Small Straight,,2,,Gain Radiance. Deal 9 dmg.,All Forms,,,,,,
Captain Marvel,Unique Card,Main Phase Action,Refuel!,,,1,,"Roll 1 [die]: On [photon], gain Cosmic Flare and draw 1. On [ascend], gain Radiance and draw 1. On [hala star], gain Cosmic Ray.",All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Supernova II / Interstellar,Supernova II: [hala star] ×4; Interstellar: [hala star] ×3,,2,,"SUPERNOVA II — Gain Cosmic Ray, Radiance, and 2 Cosmic Flare. Deal 7 undefendable dmg. INTERSTELLAR — Gain 3 Cosmic Flare.",All Forms,,,,,,
Captain Marvel,Unique Card,Main Phase Action,Inner Strength!,,,2,,Gain Cosmic Ray.,All Forms,,,,,,
Captain Marvel,Unique Card,Main Phase Action,Shine Bright!,,,0,,Spend up to 3 CP. Then gain 1 Cosmic Flare per CP spent.,All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Light Torpedo II / Skyward,Light Torpedo II: Large Straight; Skyward: [photon] ×2 + [ascend] ×2,,2,,LIGHT TORPEDO II — Deal 7 undefendable dmg. Gain Cosmic Ray. This token may be spent the turn it is gained. SKYWARD — Gain 2 Radiance.,All Forms,,,,,,
Captain Marvel,Unique Card,Instant Action,Scintillate!,,,0,,Discard any number of Radiance tokens. Then prevent 3 dmg per token discarded.,All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Photon Punch II,[photon] ×3 / [photon] ×4 / [photon] ×5,,2,,"[photon] ×3: Deal 6 dmg. [photon] ×4: Deal 7 dmg. [photon] ×5: Deal 8 dmg. On 3-of-a-kind, gain Cosmic Flare.",All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Energy Refraction II,Defense Roll 5 [dice],,2,,"Deal 1 × [hala star] dmg. Prevent 1 × [hala star] dmg. For every [ascend] ×2 rolled, gain Cosmic Flare.",All Forms,,,,,,
Captain Marvel,Unique Card,Roll Phase Action,Cosmic Shield!,,,0,,"Play only after being Attacked. Roll 1 [die]: On [photon], prevent 2 dmg. On [ascend], gain Cosmic Flare. On [hala star], gain Cosmic Ray.",All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Aurora Wave II / Binary Recharge,Aurora Wave II: [photon] ×2 + [ascend] ×1 + [hala star] ×2; Binary Recharge: [ascend] ×1 + [hala star] ×2,,2,,AURORA WAVE II — Gain Radiance and Cosmic Ray. Roll 2 [dice]. Then deal dmg equal to the total roll value. BINARY RECHARGE — Gain Radiance and 2 Cosmic Flare.,All Forms,,,,,,
Captain Marvel,Unique Card,Hero Upgrade,Inner Light II / Cosmic Recharge,Inner Light II: [photon] ×2 + [hala star] ×2; Cosmic Recharge: [ascend] ×3 + [hala star] ×1,,2,,INNER LIGHT II — Gain Radiance. Deal 5 pure dmg. COSMIC RECHARGE — Gain 2 Radiance and 3 Cosmic Flare.,All Forms,,,,,,
Black Panther,Status Effect,Positive Status Effect,Kinetic Energy,,8,,,"Boosts damage and bursts at stack limit: For every 2 Kinetic Energy, increase damage from your Attacks by 1. Attack Modifier. Upon reaching the Kinetic Energy stack limit, immediately remove all Kinetic Energy tokens. Then gain 2 CP, draw 2, and deal 5 dmg to a chosen opponent as an isolated source of undefendable dmg.",All Forms,,,,,,
Black Panther,Status Effect,Unique Status Effect,Vibranium Suit,,1,,,Prevent incoming damage: A player with this token may spend it to prevent 3 incoming damage. This token may not be transferred by any means (but can be removed).,All Forms,,,,,,
Black Panther,Hero Board Ability,Passive Ability,Energy Absorption,,,,,"Whenever dmg is successfully dealt to you, gain Kinetic Energy (excluding dmg from an Ultimate).",All Forms,,,,,,
Black Panther,Hero Board Ability,Offensive Ability,Vibranium Claws,[slash] ×3 / [slash] ×4 / [slash] ×5,,,,[slash] ×3: Deal 4 dmg. [slash] ×4: Deal 5 dmg. [slash] ×5: Deal 6 dmg.,All Forms,,,,,,
Black Panther,Hero Board Ability,Offensive Ability,Stealth Strike,[slash] ×2 + [panther] ×2,,,,Deal 3 undefendable dmg.,All Forms,,,,,,
Black Panther,Hero Board Ability,Offensive Ability,Heart-Shaped Herb,[vibranium] ×3,,,,Gain Vibranium Suit and 3 Kinetic Energy.,All Forms,,,,,,
Black Panther,Hero Board Ability,Offensive Ability,Meteoric Punch,Small Straight / Large Straight,,,,SMALL STRAIGHT — Gain 1 Kinetic Energy. Then deal 6 dmg. LARGE STRAIGHT — Gain 2 Kinetic Energy. Then deal 8 dmg.,All Forms,,,,,,
Black Panther,Hero Board Ability,Offensive Ability,Ancestral Power,[panther] ×4,,,,Gain Vibranium Suit. Gain 2 Kinetic Energy. Then deal 4 undefendable dmg.,All Forms,,,,,,
Black Panther,Hero Board Ability,Offensive Ability,Triple Threat,[slash] ×2 + [vibranium] ×2 + [panther] ×1,,,,"Deal 6 dmg and roll 2 [dice]: Add 1 × [slash] dmg. On [vibranium], gain 2 Kinetic Energy. On [panther], draw 1.",All Forms,,,,,,
Black Panther,Hero Board Ability,Defensive Ability,Bashenga's Honor,Defense Roll 3 [dice],,,,Deal 1 × [slash] dmg.,All Forms,,,,,,
Black Panther,Hero Board Ability,Ultimate Ability,Wakanda Forever!,[panther] ×5,,,,"Gain Vibranium Suit and 3 Kinetic Energy. Then deal 11 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Black Panther,Character Die,Die Symbol,Slash,,,,1; 2; 3,Slash.,All Forms,,,,,,
Black Panther,Character Die,Die Symbol,Vibranium,,,,4; 5,Vibranium.,All Forms,,,,,,
Black Panther,Character Die,Die Symbol,Panther,,,,6,Panther.,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Meteoric Punch II,Small Straight / Large Straight,,2,,SMALL STRAIGHT — Gain 1 Kinetic Energy. Then deal 7 dmg. LARGE STRAIGHT — Gain 2 Kinetic Energy. Then deal 9 dmg.,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Vibranium Claws II,[slash] ×3 / [slash] ×4 / [slash] ×5,,1,,"[slash] ×3: Deal 5 dmg. [slash] ×4: Deal 6 dmg. [slash] ×5: Deal 7 dmg. On 3-of-a-kind, gain Kinetic Energy.",All Forms,,,,,,
Black Panther,Unique Card,Instant Action,Vibin'!,,,1,,Discard Vibranium Suit to prevent 6 dmg.,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Stealth Strike II,[slash] ×2 + [panther] ×2,,1,,Deal 4 undefendable dmg.,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Bashenga's Honor II,Defense Roll 4 [dice],,2,,Deal 1 × [slash] dmg.,All Forms,,,,,,
Black Panther,Unique Card,Main Phase Action,Energize!,,,1,,Roll 1 [die]. Gain half the value as Kinetic Energy (rounded up).,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Ancestral Power II / Panther Reflexes,Ancestral Power II: [panther] ×4; Panther Reflexes: [panther] ×3,,2,,ANCESTRAL POWER II — Gain Vibranium Suit. Gain 2 Kinetic Energy. Then deal 6 undefendable dmg. PANTHER REFLEXES — Gain 4 Kinetic Energy.,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Heart-Shaped Herb II,[vibranium] ×3,,2,,Gain 1 × [vibranium] Kinetic Energy. Gain Vibranium Suit.,All Forms,,,,,,
Black Panther,Unique Card,Roll Phase Action (Attack Modifier),Strength of Will!,,,1,,Roll 5 [dice]. Add 1 × [slash] dmg.,All Forms,,,,,,
Black Panther,Unique Card,Instant Action,Yibambe!,,,0,,Discard 2 Kinetic Energy to gain Vibranium Suit.,All Forms,,,,,,
Black Panther,Unique Card,Roll Phase Action (Attack Modifier),Warrior of Wakanda!,,,2,,Your Attack becomes undefendable.,All Forms,,,,,,
Black Panther,Unique Card,Main Phase Action,Stop at Nothing!,,,0,,Discard 2 Kinetic Energy to gain 3 CP.,All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Triple Threat II,[slash] ×2 + [vibranium] ×2 + [panther] ×1,,2,,"Deal 6 dmg and roll 3 [dice]: Add 1 × [slash] dmg. On [vibranium], gain 2 Kinetic Energy. On [panther], draw 1.",All Forms,,,,,,
Black Panther,Unique Card,Hero Upgrade,Energy Absorption II,,,0,,"PASSIVE — Whenever dmg is successfully dealt to you, gain Kinetic Energy (excluding dmg from an Ultimate). Your Kinetic Energy stack limit is now 7 (instead of 8).",All Forms,,,,,,
Deadpool,Status Effect,Positive Status Effect,Donut,,2,,,"What else do you do with a donut???: When gaining this token, you may choose to give it to any player. A player with this token may spend it during their Upkeep Phase and roll 1 [die]: Gain half the value as health (rounded up).",All Forms,,,,,,
Deadpool,Status Effect,Unique Status Effect,Onomatopoeia,,2,,,"Yeah, I can’t say it either: During any Roll Phase, you may spend this token to change one of your dice to a [knife] or [joke], but only if you say a cool or funny onomatopoeia while doing so. This token may not be transferred by any means (but can be removed).",All Forms,,,,,,
Deadpool,Status Effect,Positive Status Effect,RPS,,1,,,"Rock, Paper, Scissors for fun and benefits: A player with this token may spend it when Attacking or when being Attacked. Once spent, choose an opponent to play Rock, Paper, Scissors against. If you win, gain the benefit listed below. If you tie, play again. While being Attacked: Prevent 2 incoming dmg. While Attacking: Add 2 dmg. If your Shoot card is Active, add 3 dmg instead. If spent during your Ultimate Ability, you automatically win RPS. This counts as an Attack Modifier. Can only spend once per turn.",All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Finger Guns,[pew] ×4 / [pew] ×5,,,,"[pew] ×4: Deal 6 dmg. [pew] ×5: Deal 7 dmg. If you say “Pew, Pew” whilst pointing finger guns in the air, gain 1 CP.",All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Donut Hole,[joke] ×3,,,,Draw 1. Gain Donut. Deal 4 pure dmg.,All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Knife Fight,[pew] ×2 + [knife] ×2,,,,Gain RPS and Onomatopoeia. Deal 3 pure dmg.,All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Besmirched,[pew] ×1 + [knife] ×1 + [joke] ×1 + [mask] ×1,,,,"Deal 6 dmg and roll 2 [dice]: On [pew], add 2 dmg. On [knife], add 3 dmg. On [joke], gain Onomatopoeia. On [mask], gain RPS.",All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Taco Truck,Small Straight,,,,"Deal 8 dmg. If you use a 1 or 6 in this straight, you may shout “Taco Tuesday” to add 1 dmg.",All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Merc With a Mouth,[mask] ×4,,,,"Gain Donut, RPS, and Onomatopoeia. Then deal 6 undefendable dmg.",All Forms,,,,,,
Deadpool,Hero Board Ability,Offensive Ability,Fiesta,Large Straight,,,,"Gain RPS and Donut. Then deal 8 dmg. If you use a 6 in this straight, add 1 dmg.",All Forms,,,,,,
Deadpool,Hero Board Ability,Defensive Ability,Mutant Healing,Defense Roll 4 [dice],,,,"Heal 1. Deal 1 × [knife] dmg. On [joke], gain Onomatopoeia.",All Forms,,,,,,
Deadpool,Hero Board Ability,Ultimate Ability,Fourth Wall!,[mask] ×5,,,,"Gain a Positive Status Effect from a different chosen player’s leaflet or gain Donut. If your Shoot card is inactive, flip it back to its Active side. Deal 14 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Deadpool,Character Die,Die Symbol,Pew,,,,1; 2; 3,Pew.,All Forms,,,,,,
Deadpool,Character Die,Die Symbol,Knife,,,,4,Knife.,All Forms,,,,,,
Deadpool,Character Die,Die Symbol,Joke,,,,5,Joke.,All Forms,,,,,,
Deadpool,Character Die,Die Symbol,Mask,,,,6,Mask.,All Forms,,,,,,
Deadpool,Unique Mechanic,Setup Card,Shoot — Active,,,,,"HERO SETUP — Begin the game with the Shoot card set to the side of your Hero Board, active side face up. If you lose a game of RPS, you may flip this card over to win that round of RPS.",All Forms,,,,,,
Deadpool,Unique Mechanic,RPS Choice Card,Rock,,,,,Represents the Rock choice during RPS. Card text: “Hi! I’m Rock! I don’t like Paper!”,All Forms,,,,,,
Deadpool,Unique Mechanic,RPS Choice Card,Paper,,,,,Represents the Paper choice during RPS. Card text: “Hi! I’m Paper! Don’t cut me please!”,All Forms,,,,,,
Deadpool,Unique Mechanic,RPS Choice Card,Scissors,,,,,Represents the Scissors choice during RPS. Card text: “Hi! I’m Scissors! Rock sucks!”,All Forms,,,,,,
Deadpool,Unique Card,Roll Phase Action (Attack Modifier),He Who Smelt It...,,,1,,Roll 4 [dice]. Add 1 × [pew] dmg. Play this card with your ...Dealt It! card to gain 1 CP.,All Forms,,,,,,
Deadpool,Unique Card,Main Phase Action,Finger Gun Reload!,,,1,,"If your Shoot card is inactive, flip it back to its Active side.",All Forms,,,,,,
Deadpool,Unique Card,Main Phase Action,Do You Feel Lucky?!,,,1,,"Choose an opponent. They hope to roll a 6 (but may change this number if they desire). Then they roll 1 [die]. If the die value matches their number, they Heal 3. Otherwise, they receive 3 dmg.",All Forms,,,,,,
Deadpool,Unique Card,Instant Action,Ro-Sham-Bo!,,,1,,Gain RPS.,All Forms,,,,,,
Deadpool,Unique Card,Main Phase Action,Buffet!,,,2,,Gain 2 Donut.,All Forms,,,,,,
Deadpool,Unique Card,Main Phase Action,Chimichanga!,,,0,,"If this is the only card in your hand, play it to gain any status effect on your leaflet.",All Forms,,,,,,
Deadpool,Unique Card,Hero Upgrade,"Merc With a Mouth DOS / Oh Look, a Safety Net","Merc With a Mouth DOS: [mask] ×4; Oh Look, a Safety Net: [mask] ×3",,2,,"MERC WITH A MOUTH DOS — Gain RPS, Onomatopoeia, and 2 Donut. Then deal 6 undefendable dmg. OH LOOK, A SAFETY NET — Gain RPS and 2 Donut.",All Forms,,,,,,
Deadpool,Unique Card,Hero Upgrade,Fiesta DOS / Baker's Dozen,Fiesta DOS: Large Straight; Baker's Dozen: [joke] ×5,,2,,FIESTA DOS — Gain RPS and Donut. Then deal 10 dmg. BAKER’S DOZEN — Draw 3. Gain 2 Donut. Deal 4 pure dmg.,All Forms,,,,,,
Deadpool,Unique Card,Hero Upgrade,Besmirched DOS / Fallback Ability,Besmirched DOS: [pew] ×1 + [knife] ×1 + [joke] ×1 + [mask] ×1; Fallback Ability: [knife] ×2 + [joke] ×2,,2,,"BESMIRCHED DOS — Deal 6 dmg and roll 3 [dice]: On [pew], add 2 dmg. On [knife], add 3 dmg. On [joke], gain Onomatopoeia. On [mask], gain RPS. FALLBACK ABILITY — Gain RPS. Then deal 6 undefendable dmg.",All Forms,,,,,,
